LOCUS,GS:LOCUS,GS:#Genot,GS:Obs.Het.,GS:Exp.Het. ,GS:P-value,GS:Sign,WD:LOCUS,WD:#Genot,WD:Obs.Het.,WD:Exp.Het. ,WD:P-value,WD:Sign,JS:LOCUS,JS:#Genot,JS:Obs.Het.,JS:Exp.Het. ,JS:P-value,JS:Sign,PD:LOCUS,PD:#Genot,PD:Obs.Het.,PD:Exp.Het. ,PD:P-value,PD:Sign,GD:LOCUS,GD:#Genot,GD:Obs.Het.,GD:Exp.Het. ,GD:P-value,GD:Sign,JD:LOCUS,JD:#Genot,JD:Obs.Het.,JD:Exp.Het. ,JD:P-value,JD:Sign,PS:LOCUS,PS:#Genot,PS:Obs.Het.,PS:Exp.Het. ,PS:P-value,PS:Sign
6072:9 [1679],GS1679,12,0.91667,0.51812,0.01416,Se,WD1679,10,0.70000,0.47895,0.21976,,JS1679,10,1.00000,0.52632,0.00679,Se,PD1679,11,0.81818,0.50649,0.06651,,GD1679,7,1.00000,0.53846,0.03745,Se,JD1679,7,0.42857,0.36264,1.00000,,PS1679,7,0.85714,0.52747,0.16025,
6089:26 [1680],GS1680,14,1.00000,0.51852,0.00051,Se,WD1680,13,1.00000,0.52000,0.00074,Se,JS1680,12,1.00000,0.52174,0.00192,Se,PD1680,15,1.00000,0.51724,0.00022,Se,GD1680,13,0.92308,0.51692,0.00561,Se,JD1680,11,0.90909,0.51948,0.01808,Se,PS1680,10,1.00000,0.52632,0.00707,Se
6089:74 [1681],GS1681,14,1.00000,0.51852,0.00052,Se,WD1681,13,1.00000,0.52000,0.00076,Se,JS1681,12,1.00000,0.52174,0.00194,Se,PD1681,15,1.00000,0.51724,0.00024,Se,GD1681,13,0.92308,0.51692,0.00583,Se,JD1681,11,0.90909,0.51948,0.01853,Se,PS1681,10,1.00000,0.52632,0.00710,Se
6095:27 [1682],GS1682,15,0.00000,0.12874,0.03402,Sd,WD1682,13,0.23077,0.21231,1.00000,,JS1682,13,0.00000,0.14769,0.03965,Sd,PD1682,14,0.14286,0.25397,0.21749,,GD1682,13,0.07692,0.21231,0.12117,,JD1682,12,0.00000,0.15942,0.04287,Sd,PS1682,,,,,m
6095:47 [1683],GS1683,15,0.00000,0.23908,0.00377,Sd,WD1683,13,0.23077,0.32308,0.37338,,JS1683,13,0.07692,0.32308,0.02640,Sd,PD1683,14,0.28571,0.42328,0.25698,,GD1683,13,0.07692,0.50769,0.00264,Sd,JD1683,12,0.08333,0.34420,0.03121,Sd,PS1683,,,,,m
6103:36 [1684],GS1684,,,,,m,WD1684,11,0.18182,0.48485,0.05896,,JS1684,8,0.00000,0.23333,0.06642,,PD1684,,,,,m,GD1684,,,,,m,JD1684,,,,,m,PS1684,9,0.22222,0.36601,0.34124,
6109:52 [1685],GS1685,14,0.07143,0.19841,0.11120,,WD1685,14,0.07143,0.07143,1.00000,,JS1685,13,0.07692,0.21231,0.11944,,PD1685,17,0.05882,0.25847,0.01476,Sd,GD1685,12,0.00000,0.15942,0.04314,Sd,JD1685,,,,,m,PS1685,12,0.25000,0.34420,0.40373,
6112:61 [1686],GS1686,,,,,m,WD1686,10,0.00000,0.18947,0.05225,,JS1686,,,,,m,PD1686,10,0.40000,0.50526,0.57333,,GD1686,9,0.00000,0.36601,0.01159,Sd,JD1686,8,0.12500,0.12500,1.00000,,PS1686,7,0.14286,0.14286,1.00000,
6115:1 [1687],GS1687,15,0.80000,0.49655,0.02779,Se,WD1687,13,0.84615,0.50769,0.02312,Se,JS1687,11,0.63636,0.45455,0.47952,,PD1687,17,1.00000,0.51515,0.00007,Se,GD1687,12,1.00000,0.52174,0.00183,Se,JD1687,11,1.00000,0.52381,0.00293,Se,PS1687,12,0.75000,0.51812,0.23866,
6115:13 [1688],GS1688,15,0.80000,0.49655,0.02780,Se,WD1688,13,0.84615,0.50769,0.02381,Se,JS1688,11,0.63636,0.45455,0.48074,,PD1688,17,1.00000,0.51515,0.00004,Se,GD1688,12,1.00000,0.52174,0.00185,Se,JD1688,11,1.00000,0.52381,0.00277,Se,PS1688,12,0.75000,0.51812,0.23809,
6119:26 [1689],GS1689,15,0.00000,0.23908,0.00364,Sd,WD1689,14,0.35714,0.45238,0.55517,,JS1689,13,0.07692,0.50769,0.00276,Sd,PD1689,16,0.06250,0.41734,0.00164,Sd,GD1689,13,0.00000,0.49231,0.00022,Sd,JD1689,12,0.16667,0.15942,1.00000,,PS1689,12,0.08333,0.08333,1.00000,
6119:46 [1690],GS1690,15,0.00000,0.23908,0.00406,Sd,WD1690,14,0.35714,0.45238,0.55570,,JS1690,13,0.07692,0.50769,0.00258,Sd,PD1690,16,0.06250,0.41734,0.00156,Sd,GD1690,13,0.00000,0.49231,0.00027,Sd,JD1690,12,0.16667,0.15942,1.00000,,PS1690,12,0.08333,0.08333,1.00000,
6125:15 [1691],GS1691,12,0.00000,0.50725,0.00044,Sd,WD1691,14,0.21429,0.45238,0.07296,,JS1691,12,0.08333,0.48913,0.00603,Sd,PD1691,17,0.00000,0.11408,0.03082,Sd,GD1691,,,,,m,JD1691,12,0.00000,0.15942,0.04339,Sd,PS1691,11,0.27273,0.50649,0.21340,
6125:62 [1692],GS1692,12,0.00000,0.50725,0.00048,Sd,WD1692,14,0.21429,0.45238,0.07258,,JS1692,12,0.08333,0.48913,0.00590,Sd,PD1692,17,0.00000,0.21390,0.00284,Sd,GD1692,,,,,m,JD1692,12,0.08333,0.34420,0.03107,Sd,PS1692,11,0.18182,0.51948,0.06145,
6129:10 [1693],GS1693,,,,,m,WD1693,12,0.08333,0.08333,1.00000,,JS1693,,,,,m,PD1693,,,,,m,GD1693,,,,,m,JD1693,11,0.00000,0.17316,0.04792,Sd,PS1693,12,0.00000,0.15942,0.04437,Sd
6129:47 [1694],GS1694,,,,,m,WD1694,12,0.08333,0.08333,1.00000,,JS1694,,,,,m,PD1694,,,,,m,GD1694,,,,,m,JD1694,11,0.00000,0.17316,0.04821,Sd,PS1694,12,0.00000,0.15942,0.04325,Sd
6129:52 [1695],GS1695,,,,,m,WD1695,12,0.08333,0.08333,1.00000,,JS1695,,,,,m,PD1695,,,,,m,GD1695,,,,,m,JD1695,11,0.00000,0.17316,0.04826,Sd,PS1695,12,0.00000,0.15942,0.04361,Sd
6131:11 [1696],GS1696,13,0.00000,0.44308,0.00039,Sd,WD1696,13,0.38462,0.52000,0.57861,,JS1696,13,0.07692,0.50769,0.00255,Sd,PD1696,14,0.07143,0.45238,0.00287,Sd,GD1696,12,0.00000,0.46377,0.00070,Sd,JD1696,12,0.08333,0.43116,0.01135,Sd,PS1696,12,0.16667,0.46377,0.04443,Sd
6132:7 [1697],GS1697,,,,,m,WD1697,,,,,m,JS1697,,,,,m,PD1697,,,,,m,GD1697,,,,,m,JD1697,,,,,m,PS1697,9,0.11111,0.29412,0.17669,
6153:22 [1698],GS1698,14,0.00000,0.50794,0.00009,Sd,WD1698,10,0.30000,0.47895,0.47876,,JS1698,14,0.14286,0.50794,0.00941,Sd,PD1698,14,0.07143,0.19841,0.11049,,GD1698,12,0.00000,0.28986,0.00609,Sd,JD1698,10,0.00000,0.50526,0.00173,Sd,PS1698,9,0.22222,0.47059,0.16682,
6153:31 [1699],GS1699,14,0.00000,0.50794,0.00013,Sd,WD1699,10,0.30000,0.47895,0.48001,,JS1699,14,0.14286,0.50794,0.00943,Sd,PD1699,14,0.07143,0.19841,0.11177,,GD1699,12,0.00000,0.28986,0.00607,Sd,JD1699,10,0.00000,0.50526,0.00161,Sd,PS1699,9,0.22222,0.47059,0.16807,
6157:75 [1700],GS1700,,,,,m,WD1700,12,0.08333,0.22826,0.13027,,JS1700,,,,,m,PD1700,,,,,m,GD1700,,,,,m,JD1700,12,0.00000,0.15942,0.04308,Sd,PS1700,,,,,m
6168:10 [1701],GS1701,,,,,m,WD1701,12,0.16667,0.15942,1.00000,,JS1701,,,,,m,PD1701,,,,,m,GD1701,,,,,m,JD1701,,,,,m,PS1701,,,,,m
6175:57 [1702],GS1702,12,0.08333,0.08333,1.00000,,WD1702,12,0.33333,0.28986,1.00000,,JS1702,10,0.30000,0.26842,1.00000,,PD1702,,,,,m,GD1702,,,,,m,JD1702,12,0.08333,0.08333,1.00000,,PS1702,,,,,m
6187:71 [1703],GS1703,14,0.07143,0.49471,0.00185,Sd,WD1703,14,0.14286,0.47619,0.01375,Sd,JS1703,14,0.00000,0.13757,0.03668,Sd,PD1703,17,0.17647,0.40107,0.03888,Sd,GD1703,13,0.00000,0.44308,0.00047,Sd,JD1703,12,0.00000,0.46377,0.00073,Sd,PS1703,12,0.25000,0.51812,0.10415,
6202:54 [1704],GS1704,,,,,m,WD1704,12,0.08333,0.08333,1.00000,,JS1704,,,,,m,PD1704,15,0.06667,0.06667,1.00000,,GD1704,,,,,m,JD1704,12,0.08333,0.08333,1.00000,,PS1704,,,,,m
6210:67 [1705],GS1705,,,,,m,WD1705,14,0.14286,0.13757,1.00000,,JS1705,14,0.00000,0.34921,0.00099,Sd,PD1705,17,0.05882,0.16578,0.09060,,GD1705,12,0.00000,0.15942,0.04288,Sd,JD1705,12,0.00000,0.15942,0.04311,Sd,PS1705,12,0.00000,0.15942,0.04366,Sd
6222:28 [1706],GS1706,15,0.00000,0.40460,0.00022,Sd,WD1706,14,0.21429,0.30423,0.34807,,JS1706,14,0.00000,0.25397,0.00467,Sd,PD1706,16,0.00000,0.12097,0.03221,Sd,GD1706,13,0.07692,0.07692,1.00000,,JD1706,12,0.16667,0.28986,0.25362,,PS1706,12,0.33333,0.50725,0.28881,
6227:12 [1707],GS1707,11,0.00000,0.51948,0.00069,Sd,WD1707,14,0.00000,0.13757,0.03719,Sd,JS1707,10,0.20000,0.50526,0.08181,,PD1707,12,0.08333,0.08333,1.00000,,GD1707,9,0.00000,0.20915,0.05798,,JD1707,,,,,m,PS1707,9,0.11111,0.50327,0.03128,Sd
6227:57 [1708],GS1708,11,0.00000,0.51948,0.00072,Sd,WD1708,14,0.00000,0.13757,0.03721,Sd,JS1708,10,0.20000,0.50526,0.08081,,PD1708,12,0.08333,0.08333,1.00000,,GD1708,9,0.00000,0.20915,0.05911,,JD1708,,,,,m,PS1708,9,0.11111,0.50327,0.03188,Sd
6231:24 [1709],GS1709,13,0.07692,0.07692,1.00000,,WD1709,14,0.07143,0.07143,1.00000,,JS1709,,,,,m,PD1709,,,,,m,GD1709,,,,,m,JD1709,,,,,m,PS1709,,,,,m
6231:43 [1710],GS1710,13,0.07692,0.07692,1.00000,,WD1710,14,0.07143,0.07143,1.00000,,JS1710,,,,,m,PD1710,,,,,m,GD1710,,,,,m,JD1710,,,,,m,PS1710,,,,,m
6231:49 [1711],GS1711,,,,,m,WD1711,,,,,m,JS1711,13,0.23077,0.21231,1.00000,,PD1711,,,,,m,GD1711,,,,,m,JD1711,12,0.08333,0.08333,1.00000,,PS1711,,,,,m
6231:66 [1712],GS1712,,,,,m,WD1712,14,0.14286,0.13757,1.00000,,JS1712,13,0.07692,0.07692,1.00000,,PD1712,16,0.06250,0.06250,1.00000,,GD1712,11,0.18182,0.17316,1.00000,,JD1712,11,0.18182,0.17316,1.00000,,PS1712,12,0.33333,0.28986,1.00000,
6231:68 [1713],GS1713,13,0.38462,0.32308,1.00000,,WD1713,14,0.14286,0.13757,1.00000,,JS1713,14,0.21429,0.19841,1.00000,,PD1713,,,,,m,GD1713,,,,,m,JD1713,12,0.08333,0.08333,1.00000,,PS1713,11,0.09091,0.09091,1.00000,
6238:29 [1714],GS1714,15,0.00000,0.12874,0.03419,Sd,WD1714,14,0.07143,0.07143,1.00000,,JS1714,12,0.00000,0.28986,0.00604,Sd,PD1714,,,,,m,GD1714,,,,,m,JD1714,,,,,m,PS1714,,,,,m
6250:17 [1715],GS1715,14,1.00000,0.51852,0.00059,Se,WD1715,14,0.85714,0.51852,0.02700,Se,JS1715,14,0.92857,0.51587,0.00417,Se,PD1715,17,1.00000,0.51515,0.00004,Se,GD1715,13,0.92308,0.51692,0.00567,Se,JD1715,11,0.90909,0.51948,0.01814,Se,PS1715,12,0.91667,0.51812,0.01455,Se
6250:52 [1716],GS1716,14,1.00000,0.51852,0.00048,Se,WD1716,14,0.85714,0.51852,0.02775,Se,JS1716,14,0.92857,0.51587,0.00437,Se,PD1716,17,1.00000,0.51515,0.00006,Se,GD1716,13,0.92308,0.51692,0.00562,Se,JD1716,11,0.90909,0.51948,0.01810,Se,PS1716,12,0.91667,0.51812,0.01431,Se
6254:54 [1717],GS1717,,,,,m,WD1717,14,0.14286,0.13757,1.00000,,JS1717,14,0.00000,0.13757,0.03751,Sd,PD1717,,,,,m,GD1717,,,,,m,JD1717,,,,,m,PS1717,11,0.09091,0.09091,1.00000,
6256:6 [1718],GS1718,,,,,m,WD1718,11,0.00000,0.17316,0.04801,Sd,JS1718,9,0.00000,0.20915,0.05854,,PD1718,15,0.00000,0.23908,0.00395,Sd,GD1718,13,0.00000,0.14769,0.03941,Sd,JD1718,8,0.00000,0.23333,0.06647,,PS1718,9,0.00000,0.20915,0.05899,
6256:24 [1719],GS1719,,,,,m,WD1719,11,0.00000,0.17316,0.04709,Sd,JS1719,9,0.00000,0.20915,0.05815,,PD1719,15,0.00000,0.23908,0.00394,Sd,GD1719,13,0.00000,0.14769,0.03998,Sd,JD1719,8,0.00000,0.23333,0.06694,,PS1719,9,0.00000,0.20915,0.05896,
6256:28 [1720],GS1720,,,,,m,WD1720,11,0.00000,0.17316,0.04771,Sd,JS1720,9,0.00000,0.20915,0.05846,,PD1720,15,0.00000,0.23908,0.00374,Sd,GD1720,13,0.00000,0.14769,0.03958,Sd,JD1720,8,0.00000,0.23333,0.06672,,PS1720,9,0.00000,0.20915,0.05854,
6256:30 [1721],GS1721,,,,,m,WD1721,11,0.00000,0.17316,0.04703,Sd,JS1721,9,0.00000,0.20915,0.05937,,PD1721,15,0.00000,0.23908,0.00384,Sd,GD1721,13,0.00000,0.14769,0.04010,Sd,JD1721,8,0.00000,0.23333,0.06737,,PS1721,9,0.00000,0.20915,0.05883,
6256:31 [1722],GS1722,,,,,m,WD1722,11,0.00000,0.17316,0.04776,Sd,JS1722,9,0.00000,0.20915,0.05866,,PD1722,15,0.00000,0.23908,0.00381,Sd,GD1722,13,0.00000,0.14769,0.03955,Sd,JD1722,8,0.00000,0.23333,0.06671,,PS1722,9,0.00000,0.20915,0.05908,
6256:62 [1723],GS1723,,,,,m,WD1723,11,0.00000,0.17316,0.04800,Sd,JS1723,9,0.00000,0.20915,0.05928,,PD1723,15,0.00000,0.23908,0.00389,Sd,GD1723,13,0.00000,0.14769,0.04038,Sd,JD1723,8,0.00000,0.23333,0.06689,,PS1723,9,0.00000,0.20915,0.05868,
6257:18 [1724],GS1724,15,0.00000,0.23908,0.00392,Sd,WD1724,14,0.21429,0.19841,1.00000,,JS1724,14,0.14286,0.13757,1.00000,,PD1724,,,,,m,GD1724,,,,,m,JD1724,12,0.08333,0.08333,1.00000,,PS1724,12,0.16667,0.15942,1.00000,
6264:12 [1725],GS1725,,,,,m,WD1725,11,0.18182,0.17316,1.00000,,JS1725,7,0.28571,0.26374,1.00000,,PD1725,,,,,m,GD1725,,,,,m,JD1725,,,,,m,PS1725,9,0.11111,0.11111,1.00000,
6264:56 [1726],GS1726,,,,,m,WD1726,11,0.18182,0.17316,1.00000,,JS1726,7,0.28571,0.26374,1.00000,,PD1726,,,,,m,GD1726,,,,,m,JD1726,,,,,m,PS1726,9,0.11111,0.11111,1.00000,
6269:63 [1727],GS1727,13,0.46154,0.44308,1.00000,,WD1727,7,0.85714,0.52747,0.16062,,JS1727,7,0.71429,0.49451,0.44031,,PD1727,11,0.81818,0.50649,0.06640,,GD1727,8,0.75000,0.50000,0.44000,,JD1727,10,0.70000,0.47895,0.22021,,PS1727,6,0.50000,0.53030,1.00000,
6273:16 [1728],GS1728,15,0.00000,0.51494,0.00007,Sd,WD1728,14,0.42857,0.47619,1.00000,,JS1728,14,0.14286,0.50794,0.00947,Sd,PD1728,17,0.05882,0.25847,0.01454,Sd,GD1728,13,0.00000,0.27077,0.00513,Sd,JD1728,12,0.00000,0.15942,0.04348,Sd,PS1728,12,0.33333,0.46377,0.51775,
6275:14 [1729],GS1729,15,0.00000,0.33103,0.00077,Sd,WD1729,14,0.07143,0.45238,0.00285,Sd,JS1729,14,0.00000,0.51852,0.00006,Sd,PD1729,17,0.11765,0.49911,0.00203,Sd,GD1729,13,0.00000,0.49231,0.00025,Sd,JD1729,12,0.00000,0.15942,0.04336,Sd,PS1729,12,0.08333,0.08333,1.00000,
6275:49 [1730],GS1730,15,0.00000,0.33103,0.00080,Sd,WD1730,14,0.07143,0.45238,0.00294,Sd,JS1730,14,0.00000,0.51852,0.00008,Sd,PD1730,17,0.11765,0.49911,0.00198,Sd,GD1730,13,0.00000,0.49231,0.00026,Sd,JD1730,12,0.00000,0.15942,0.04373,Sd,PS1730,12,0.08333,0.08333,1.00000,
6276:65 [1731],GS1731,14,0.07143,0.30423,0.02192,Sd,WD1731,11,0.09091,0.45455,0.01544,Sd,JS1731,8,0.25000,0.50000,0.21525,,PD1731,11,0.18182,0.51948,0.06104,,GD1731,13,0.00000,0.44308,0.00047,Sd,JD1731,9,0.11111,0.42484,0.05825,,PS1731,9,0.00000,0.36601,0.01152,Sd
6282:57 [1732],GS1732,,,,,m,WD1732,14,0.14286,0.25397,0.21772,,JS1732,,,,,m,PD1732,,,,,m,GD1732,,,,,m,JD1732,,,,,m,PS1732,,,,,m
6284:30 [1733],GS1733,12,0.08333,0.08333,1.00000,,WD1733,,,,,m,JS1733,,,,,m,PD1733,14,0.07143,0.07143,1.00000,,GD1733,10,0.10000,0.10000,1.00000,,JD1733,,,,,m,PS1733,6,0.16667,0.16667,1.00000,
6284:68 [1734],GS1734,12,0.08333,0.08333,1.00000,,WD1734,,,,,m,JS1734,9,0.22222,0.20915,1.00000,,PD1734,,,,,m,GD1734,,,,,m,JD1734,8,0.12500,0.12500,1.00000,,PS1734,6,0.50000,0.40909,1.00000,
6287:49 [1735],GS1735,,,,,m,WD1735,14,0.07143,0.07143,1.00000,,JS1735,,,,,m,PD1735,15,0.06667,0.06667,1.00000,,GD1735,13,0.00000,0.14769,0.03993,Sd,JD1735,12,0.16667,0.28986,0.25353,,PS1735,,,,,m
6287:50 [1736],GS1736,,,,,m,WD1736,14,0.07143,0.07143,1.00000,,JS1736,,,,,m,PD1736,15,0.06667,0.06667,1.00000,,GD1736,13,0.00000,0.14769,0.03939,Sd,JD1736,12,0.16667,0.28986,0.25493,,PS1736,,,,,m
6288:58 [1737],GS1737,10,0.20000,0.18947,1.00000,,WD1737,8,0.25000,0.23333,1.00000,,JS1737,11,0.09091,0.09091,1.00000,,PD1737,15,0.20000,0.18621,1.00000,,GD1737,11,0.18182,0.17316,1.00000,,JD1737,8,0.37500,0.32500,1.00000,,PS1737,7,0.14286,0.14286,1.00000,
6295:53 [1738],GS1738,,,,,m,WD1738,,,,,m,JS1738,,,,,m,PD1738,16,0.18750,0.46573,0.02625,Sd,GD1738,13,0.07692,0.40923,0.00891,Sd,JD1738,10,0.10000,0.47895,0.02216,Sd,PS1738,,,,,m
6296:73 [1739],GS1739,15,0.00000,0.45977,0.00010,Sd,WD1739,14,0.21429,0.51587,0.03984,Sd,JS1739,13,0.15385,0.14769,1.00000,,PD1739,17,0.29412,0.51515,0.14079,,GD1739,13,0.15385,0.51692,0.02062,Sd,JD1739,12,0.16667,0.52174,0.02640,Sd,PS1739,12,0.16667,0.50725,0.02879,Sd
6298:30 [1740],GS1740,13,0.61538,0.49231,0.56575,,WD1740,10,0.40000,0.33684,1.00000,,JS1740,12,0.66667,0.46377,0.21632,,PD1740,13,0.53846,0.40923,0.49897,,GD1740,12,0.58333,0.43116,0.48745,,JD1740,8,0.62500,0.45833,0.48743,,PS1740,11,0.72727,0.48485,0.19008,
6298:48 [1741],GS1741,13,0.61538,0.49231,0.56564,,WD1741,10,0.40000,0.33684,1.00000,,JS1741,12,0.66667,0.46377,0.21617,,PD1741,13,0.53846,0.40923,0.49911,,GD1741,12,0.58333,0.43116,0.48691,,JD1741,8,0.62500,0.45833,0.48682,,PS1741,11,0.72727,0.48485,0.19145,
6298:66 [1742],GS1742,13,0.61538,0.49231,0.56559,,WD1742,10,0.40000,0.33684,1.00000,,JS1742,12,0.66667,0.46377,0.21714,,PD1742,13,0.53846,0.40923,0.49880,,GD1742,12,0.58333,0.43116,0.48792,,JD1742,8,0.62500,0.45833,0.48743,,PS1742,11,0.72727,0.48485,0.19155,
6300:60 [1743],GS1743,14,0.07143,0.51587,0.00137,Sd,WD1743,11,0.09091,0.09091,1.00000,,JS1743,9,0.11111,0.29412,0.17689,,PD1743,12,0.00000,0.39130,0.00163,Sd,GD1743,9,0.00000,0.20915,0.05898,,JD1743,8,0.00000,0.23333,0.06628,,PS1743,10,0.30000,0.47895,0.48040,
6301:31 [1744],GS1744,10,0.10000,0.39474,0.04648,Sd,WD1744,9,0.22222,0.36601,0.34167,,JS1744,8,0.12500,0.52500,0.04918,Sd,PD1744,15,0.06667,0.18621,0.10393,,GD1744,9,0.22222,0.52288,0.17089,,JD1744,8,0.12500,0.12500,1.00000,,PS1744,8,0.25000,0.23333,1.00000,
6302:8 [1745],GS1745,15,0.86667,0.50805,0.00791,Se,WD1745,13,1.00000,0.52000,0.00079,Se,JS1745,14,0.85714,0.50794,0.02172,Se,PD1745,16,0.87500,0.50806,0.00748,Se,GD1745,13,0.84615,0.50769,0.02318,Se,JD1745,8,0.87500,0.52500,0.13844,,PS1745,12,0.66667,0.46377,0.21616,
6302:22 [1746],GS1746,15,0.86667,0.50805,0.00794,Se,WD1746,13,1.00000,0.52000,0.00076,Se,JS1746,14,0.85714,0.50794,0.02164,Se,PD1746,16,0.87500,0.50806,0.00711,Se,GD1746,13,0.84615,0.50769,0.02306,Se,JD1746,8,0.87500,0.52500,0.13817,,PS1746,12,0.66667,0.46377,0.21595,
6302:39 [1747],GS1747,15,0.86667,0.50805,0.00773,Se,WD1747,13,1.00000,0.52000,0.00071,Se,JS1747,14,0.85714,0.50794,0.02170,Se,PD1747,15,0.86667,0.50805,0.00830,Se,GD1747,13,0.84615,0.50769,0.02304,Se,JD1747,8,0.87500,0.52500,0.13799,,PS1747,12,0.66667,0.46377,0.21613,
6302:45 [1748],GS1748,15,0.86667,0.50805,0.00786,Se,WD1748,13,1.00000,0.52000,0.00081,Se,JS1748,14,0.85714,0.50794,0.02181,Se,PD1748,16,0.87500,0.50806,0.00729,Se,GD1748,13,0.84615,0.50769,0.02347,Se,JD1748,8,0.87500,0.52500,0.13869,,PS1748,12,0.66667,0.46377,0.21538,
6309:69 [1749],GS1749,,,,,m,WD1749,14,0.21429,0.30423,0.34892,,JS1749,,,,,m,PD1749,17,0.00000,0.11408,0.03071,Sd,GD1749,,,,,m,JD1749,,,,,m,PS1749,,,,,m
6316:20 [1750],GS1750,15,0.00000,0.33103,0.00078,Sd,WD1750,13,0.00000,0.14769,0.03982,Sd,JS1750,14,0.00000,0.25397,0.00467,Sd,PD1750,,,,,m,GD1750,13,0.00000,0.14769,0.04016,Sd,JD1750,12,0.16667,0.28986,0.25476,,PS1750,10,0.10000,0.10000,1.00000,
6316:59 [1751],GS1751,15,0.00000,0.33103,0.00078,Sd,WD1751,13,0.00000,0.14769,0.03974,Sd,JS1751,14,0.00000,0.25397,0.00436,Sd,PD1751,,,,,m,GD1751,13,0.00000,0.14769,0.04011,Sd,JD1751,12,0.16667,0.28986,0.25503,,PS1751,10,0.10000,0.10000,1.00000,
6316:63 [1752],GS1752,15,0.00000,0.33103,0.00082,Sd,WD1752,13,0.00000,0.14769,0.03953,Sd,JS1752,14,0.00000,0.25397,0.00447,Sd,PD1752,,,,,m,GD1752,13,0.00000,0.14769,0.04011,Sd,JD1752,12,0.16667,0.28986,0.25468,,PS1752,10,0.10000,0.10000,1.00000,
6323:23 [1753],GS1753,15,0.33333,0.28736,1.00000,,WD1753,13,0.30769,0.27077,1.00000,,JS1753,13,0.30769,0.27077,1.00000,,PD1753,16,0.31250,0.27218,1.00000,,GD1753,12,0.33333,0.28986,1.00000,,JD1753,,,,,m,PS1753,11,0.27273,0.24675,1.00000,
6323:49 [1754],GS1754,15,0.33333,0.28736,1.00000,,WD1754,14,0.28571,0.25397,1.00000,,JS1754,13,0.30769,0.27077,1.00000,,PD1754,16,0.31250,0.27218,1.00000,,GD1754,12,0.33333,0.28986,1.00000,,JD1754,,,,,m,PS1754,12,0.25000,0.22826,1.00000,
6323:60 [1755],GS1755,15,0.33333,0.28736,1.00000,,WD1755,14,0.28571,0.25397,1.00000,,JS1755,13,0.30769,0.27077,1.00000,,PD1755,16,0.31250,0.27218,1.00000,,GD1755,12,0.33333,0.28986,1.00000,,JD1755,,,,,m,PS1755,12,0.25000,0.22826,1.00000,
6328:24 [1756],GS1756,12,0.00000,0.39130,0.00162,Sd,WD1756,13,0.46154,0.49231,1.00000,,JS1756,11,0.09091,0.36797,0.03777,Sd,PD1756,15,0.26667,0.49655,0.11155,,GD1756,10,0.10000,0.39474,0.04601,Sd,JD1756,8,0.00000,0.40000,0.01551,Sd,PS1756,10,0.10000,0.10000,1.00000,
6330:29 [1757],GS1757,,,,,m,WD1757,14,0.14286,0.13757,1.00000,,JS1757,14,0.00000,0.13757,0.03702,Sd,PD1757,17,0.00000,0.11408,0.03014,Sd,GD1757,,,,,m,JD1757,,,,,m,PS1757,12,0.08333,0.08333,1.00000,
6331:46 [1758],GS1758,9,0.00000,0.52288,0.00273,Sd,WD1758,7,0.14286,0.53846,0.11796,,JS1758,7,0.00000,0.43956,0.02081,Sd,PD1758,10,0.30000,0.52105,0.24528,,GD1758,8,0.12500,0.45833,0.07694,,JD1758,9,0.11111,0.50327,0.03174,Sd,PS1758,8,0.00000,0.23333,0.06733,
6335:44 [1759],GS1759,14,0.07143,0.07143,1.00000,,WD1759,,,,,m,JS1759,14,0.07143,0.07143,1.00000,,PD1759,,,,,m,GD1759,,,,,m,JD1759,,,,,m,PS1759,,,,,m
6335:47 [1760],GS1760,14,0.07143,0.07143,1.00000,,WD1760,,,,,m,JS1760,14,0.21429,0.19841,1.00000,,PD1760,17,0.05882,0.05882,1.00000,,GD1760,,,,,m,JD1760,9,0.22222,0.20915,1.00000,,PS1760,12,0.08333,0.08333,1.00000,
6338:29 [1761],GS1761,,,,,m,WD1761,,,,,m,JS1761,,,,,m,PD1761,,,,,m,GD1761,,,,,m,JD1761,12,0.00000,0.28986,0.00650,Sd,PS1761,,,,,m
6342:52 [1762],GS1762,12,0.00000,0.46377,0.00078,Sd,WD1762,13,0.15385,0.36923,0.07593,,JS1762,11,0.00000,0.48485,0.00101,Sd,PD1762,13,0.07692,0.40923,0.00881,Sd,GD1762,12,0.08333,0.22826,0.12970,,JD1762,10,0.40000,0.33684,1.00000,,PS1762,11,0.27273,0.45455,0.23077,
6356:18 [1763],GS1763,13,0.30769,0.27077,1.00000,,WD1763,,,,,m,JS1763,14,0.14286,0.13757,1.00000,,PD1763,16,0.43750,0.41734,1.00000,,GD1763,12,0.25000,0.22826,1.00000,,JD1763,11,0.27273,0.24675,1.00000,,PS1763,10,0.30000,0.26842,1.00000,
6356:49 [1764],GS1764,13,0.30769,0.27077,1.00000,,WD1764,,,,,m,JS1764,14,0.14286,0.13757,1.00000,,PD1764,16,0.43750,0.41734,1.00000,,GD1764,12,0.25000,0.22826,1.00000,,JD1764,11,0.27273,0.24675,1.00000,,PS1764,10,0.30000,0.26842,1.00000,
6361:55 [1765],GS1765,11,0.09091,0.09091,1.00000,,WD1765,9,0.11111,0.11111,1.00000,,JS1765,10,0.00000,0.18947,0.05285,,PD1765,,,,,m,GD1765,,,,,m,JD1765,,,,,m,PS1765,7,0.28571,0.52747,0.44075,
