Locus	Het	Fst	P(Simul Fst<sample Fst)
SNP_1355	0.076923	0.04	0.9333
SNP_1356	0.076923	0.04	0.9333
SNP_1357	0.133333	0.103448	1.0
SNP_1358	0.0	-100.0	0.5
SNP_1359	0.0	-100.0	0.5
SNP_1360	0.451923	-0.043404	0.0
SNP_1361	0.623626	0.400835	0.954181
SNP_1362	0.0	-100.0	0.5
SNP_1363	0.0875	-0.047619	0.0
SNP_1364	0.041667	0.0	0.619311
SNP_1365	0.076923	0.04	0.9333
SNP_1366	0.076923	0.04	0.9333
SNP_1367	0.172727	-0.04973	0.0
SNP_1368	0.269231	0.24	0.987972
SNP_1369	0.451923	-0.021708	0.24354
SNP_1370	0.451923	-0.021708	0.24354
SNP_1371	0.451923	-0.021708	0.24354
SNP_1372	0.527778	0.313136	0.987248
SNP_1373	0.472222	0.02841	0.473407
SNP_1374	0.0	-100.0	0.5
SNP_1375	0.246154	0.027586	0.520242
SNP_1376	0.246154	0.027586	0.520242
SNP_1377	0.246154	0.027586	0.520242
SNP_1378	0.277778	-0.03898	0.058369
SNP_1379	0.277778	-0.03898	0.058369
SNP_1380	0.277778	-0.03898	0.058369
SNP_1381	0.375	-0.048055	0.0
SNP_1382	0.0	-100.0	0.5
SNP_1383	0.520833	0.058039	0.532613
SNP_1384	0.035714	0.0	0.5
SNP_1385	0.035714	0.0	0.5
SNP_1386	0.0	-100.0	0.5
SNP_1387	0.375	0.077295	0.622227
SNP_1388	0.240385	-0.037983	0.015878
SNP_1389	0.240385	-0.037983	0.015878
SNP_1390	0.045455	0.0	0.619311
SNP_1391	0.045455	0.0	0.619311
SNP_1392	0.045455	0.0	0.619311
SNP_1393	0.0	-100.0	0.5
SNP_1394	0.0	-100.0	0.5
SNP_1395	0.153846	-0.015	0.273551
SNP_1396	0.266234	0.01897	0.485289
SNP_1397	0.582418	0.242264	0.816145
SNP_1398	0.038462	0.0	0.5
SNP_1399	0.038462	0.0	0.5
SNP_1400	0.090909	0.047619	0.670478
SNP_1401	0.041667	0.0	0.619311
SNP_1402	0.142857	0.111111	1.0
SNP_1403	0.615385	0.356085	0.932311
SNP_1404	0.0	-100.0	0.5
SNP_1405	0.0	-100.0	0.5
SNP_1406	0.066667	0.034483	0.904011
SNP_1407	0.597403	0.297907	0.892281
SNP_1408	0.192308	0.16	0.79802
SNP_1409	0.142857	0.076923	0.590115
SNP_1410	0.0	-100.0	0.5
SNP_1411	0.142857	0.076923	0.590115
SNP_1412	0.0	-100.0	0.5
SNP_1413	0.0	-100.0	0.5
SNP_1414	0.142857	0.076923	0.590115
SNP_1415	0.111111	0.058824	0.704721
SNP_1416	0.606061	0.32335	0.912543
SNP_1417	0.606061	0.32335	0.912543
SNP_1418	0.606061	0.32335	0.912543
SNP_1419	0.19697	0.033445	0.444212
SNP_1420	0.111111	-0.0625	0.0
SNP_1421	0.287879	-0.044786	0.0
SNP_1422	0.153846	0.12	1.0
SNP_1423	0.0	-100.0	0.5
SNP_1424	0.133333	0.103448	1.0
SNP_1425	0.045455	0.0	0.619311
SNP_1426	0.0	-100.0	0.5
SNP_1427	0.208333	-0.049787	0.0
SNP_1428	0.115385	-0.024155	0.395647
SNP_1429	0.038462	0.0	0.5
SNP_1430	0.115385	-0.024155	0.395647
SNP_1431	0.115385	-0.024155	0.395647
SNP_1432	0.202479	-0.036929	0.017447
SNP_1433	0.115385	-0.024155	0.395647
SNP_1434	0.152778	-0.043478	0.0
SNP_1435	0.291667	0.26087	0.921807
SNP_1436	0.291667	0.26087	0.921807
SNP_1437	0.0	-100.0	0.5
SNP_1438	0.172727	-0.04973	0.0
SNP_1439	0.090909	0.047619	0.670478
SNP_1440	0.484848	-0.003057	0.459499
SNP_1441	0.461538	0.44	0.978936
SNP_1442	0.39011	-0.015462	0.266489
SNP_1443	0.2	0.157895	0.790316
SNP_1444	0.2	0.157895	0.790316
SNP_1445	0.2	0.157895	0.790316
SNP_1446	0.2	0.157895	0.790316
SNP_1447	0.2	0.157895	0.790316
SNP_1448	0.270833	-0.001752	0.38704
SNP_1449	0.0	-100.0	0.5
SNP_1450	0.5	0.332308	0.9524
SNP_1451	0.0	-100.0	0.5
SNP_1452	0.0	-100.0	0.5
SNP_1453	0.0	-100.0	0.5
SNP_1454	0.071429	0.037037	0.918246
SNP_1455	0.197802	-0.015309	0.237263
SNP_1456	0.653846	0.516285	0.987201
SNP_1457	0.125	0.086957	0.690229
SNP_1458	0.25	0.210526	0.952848
SNP_1459	0.0	-100.0	0.5
SNP_1460	0.5	0.338624	0.955237
SNP_1461	0.5	0.338624	0.955237
SNP_1462	0.47929	0.075556	0.633365
SNP_1463	0.318681	0.046628	0.565192
SNP_1464	0.479167	-0.05104	0.021509
SNP_1465	0.507692	0.008011	0.457376
SNP_1466	0.432692	0.008116	0.402587
SNP_1467	0.0	-100.0	0.5
SNP_1468	0.113095	-0.020595	0.433198
SNP_1469	0.0	-100.0	0.5
SNP_1470	0.0	-100.0	0.5
SNP_1471	0.3	0.263158	0.926818
SNP_1472	0.0	-100.0	0.5
SNP_1473	0.340909	-0.03609	0.059347
SNP_1474	0.340909	-0.03609	0.059347
SNP_1475	0.340909	-0.03609	0.059347
SNP_1476	0.0	-100.0	0.5
SNP_1477	0.0	-100.0	0.5
SNP_1478	0.0	-100.0	0.5
SNP_1479	0.0	-100.0	0.5
SNP_1480	0.309091	-0.049093	0.0
SNP_1481	0.076923	0.04	0.9333
SNP_1482	0.071429	-0.038462	0.185469
SNP_1483	0.532967	0.126613	0.688118
SNP_1484	0.0	-100.0	0.5
SNP_1485	0.0	-100.0	0.5
SNP_1486	0.133333	0.103448	1.0
SNP_1487	0.492308	-0.02931	0.264408
SNP_1488	0.392857	0.202386	0.827322
SNP_1489	0.25	0.222222	0.968441
SNP_1490	0.0	-100.0	0.5
SNP_1491	0.375	0.347826	0.969009
SNP_1492	0.083333	0.043478	0.65876
SNP_1493	0.535503	0.445525	0.979397
SNP_1494	0.083333	0.043478	0.65876
SNP_1495	0.0	-100.0	0.5
SNP_1496	0.1	0.068966	0.741721
SNP_1497	0.55	0.526316	1.0
SNP_1498	0.338462	0.002299	0.411854
SNP_1499	0.0	-100.0	0.5
SNP_1500	0.076923	0.04	0.9333
SNP_1501	0.038462	0.0	0.5
SNP_1502	0.518519	0.042017	0.467288
SNP_1503	0.674825	0.604352	0.994839
SNP_1504	0.211538	-0.016812	0.227321
SNP_1505	0.038462	0.0	0.5
SNP_1506	0.284615	0.154085	0.734018
SNP_1507	0.284615	0.154085	0.734018
SNP_1508	0.1	0.052632	0.685235
SNP_1509	0.469697	-0.032859	0.129984
SNP_1510	0.107143	0.074074	0.764543
SNP_1511	0.107143	0.074074	0.764543
SNP_1512	0.318681	0.104163	0.693878
SNP_1513	0.474359	0.149612	0.814766
SNP_1514	0.348485	-0.0531	0.0
SNP_1515	0.348485	-0.0531	0.0
SNP_1516	0.676768	0.538442	0.987528
SNP_1517	0.353147	-0.043753	0.0
SNP_1518	0.0	-100.0	0.5
SNP_1519	0.569231	0.326002	0.897112
SNP_1520	0.0	-100.0	0.5
SNP_1521	0.330769	0.019995	0.485836
SNP_1522	0.145455	-0.037767	0.134637
SNP_1523	0.145455	-0.037767	0.134637
SNP_1524	0.145455	-0.037767	0.134637
SNP_1525	0.125	0.086957	0.690229
SNP_1526	0.235577	-0.003265	0.379172
SNP_1527	0.214286	0.153846	0.775925
SNP_1528	0.0	-100.0	0.5
SNP_1529	0.0	-100.0	0.5
SNP_1530	0.5	-0.036634	0.028289
SNP_1531	0.494048	-0.038415	0.163416
SNP_1532	0.142857	-0.039452	0.113465
SNP_1533	0.133333	-0.036605	0.146971
SNP_1534	0.133333	-0.036605	0.146971
SNP_1535	0.438462	0.055402	0.563052
SNP_1536	0.438462	0.055402	0.563052
SNP_1537	0.625	0.608696	0.998771
SNP_1538	0.182692	-0.042807	0.0
SNP_1539	0.182692	-0.042807	0.0
SNP_1540	0.28022	-0.02963	0.16896
SNP_1541	0.523077	0.054767	0.51963
SNP_1542	0.523077	0.054767	0.51963
SNP_1543	0.0	-100.0	0.5
SNP_1544	0.045455	0.0	0.619311
SNP_1545	0.041667	0.0	0.619311
SNP_1546	0.0	-100.0	0.5
SNP_1547	0.0	-100.0	0.5
SNP_1548	0.0	-100.0	0.5
SNP_1549	0.0	-100.0	0.5
SNP_1550	0.142857	0.111111	1.0
SNP_1551	0.041667	0.0	0.619311
SNP_1552	0.0	-100.0	0.5
SNP_1553	0.0	-100.0	0.5
SNP_1554	0.589744	0.297151	0.891582
SNP_1555	0.589744	0.297151	0.891582
SNP_1556	0.142857	-0.039452	0.113465
SNP_1557	0.142857	-0.039452	0.113465
SNP_1558	0.142857	-0.039452	0.113465
SNP_1559	0.467532	0.162393	0.83781
SNP_1560	0.467532	0.162393	0.83781
SNP_1561	0.133333	0.103448	1.0
SNP_1562	0.0	-100.0	0.5
SNP_1563	0.0	-100.0	0.5
SNP_1564	0.390909	-0.004812	0.346215
SNP_1565	0.390909	-0.004812	0.346215
SNP_1566	0.153846	0.12	1.0
SNP_1567	0.4375	-0.015873	0.26392
SNP_1568	0.604167	0.341582	0.923981
SNP_1569	0.0	-100.0	0.5
SNP_1570	0.361538	0.024652	0.492401
SNP_1571	0.583333	0.267081	0.843746
SNP_1572	0.083333	-0.045455	0.0
SNP_1573	0.083333	-0.045455	0.0
SNP_1574	0.25	0.097403	0.729421
SNP_1575	0.25	0.097403	0.729421
SNP_1576	0.431818	0.212161	0.88257
SNP_1577	0.2	0.172414	0.847305
SNP_1578	0.142012	-0.04	0.105382
SNP_1579	0.5	0.171958	0.832077
SNP_1580	0.302564	0.087317	0.619355
SNP_1581	0.302564	0.087317	0.619355
SNP_1582	0.302564	0.087317	0.619355
SNP_1583	0.0	-100.0	0.5
SNP_1584	0.203297	-0.004284	0.300076
SNP_1585	0.181818	0.142857	1.0
SNP_1586	0.288462	0.065739	0.577379
SNP_1587	0.066667	0.034483	0.904011
SNP_1588	0.038462	0.0	0.5
SNP_1589	0.038462	0.0	0.5
SNP_1590	0.038462	0.0	0.5
SNP_1591	0.153333	-0.037639	0.136071
SNP_1592	0.033333	0.0	0.5
SNP_1593	0.142012	-0.04	0.105382
SNP_1594	0.142012	-0.04	0.105382
SNP_1595	0.035714	0.0	0.5
SNP_1596	0.0	-100.0	0.5
SNP_1597	0.5	-0.046335	0.0
SNP_1598	0.0	-100.0	0.5
SNP_1599	0.246154	-0.035632	0.052345
SNP_1600	0.464646	0.21593	0.834223
SNP_1601	0.0	-100.0	0.5
SNP_1602	0.0	-100.0	0.5
SNP_1603	0.336364	-0.047687	0.0
SNP_1604	0.225	0.079183	0.678581
SNP_1605	0.239669	-0.011494	0.322722
SNP_1606	0.0	-100.0	0.5
SNP_1607	0.0	-100.0	0.5
SNP_1608	0.615385	0.356085	0.932311
SNP_1609	0.113095	-0.020595	0.433198
SNP_1610	0.113095	-0.020595	0.433198
SNP_1611	0.113095	-0.020595	0.433198
SNP_1612	0.0	-100.0	0.5
SNP_1613	0.474074	0.236308	0.933598
SNP_1614	0.0	-100.0	0.5
SNP_1615	0.0	-100.0	0.5
SNP_1616	0.0	-100.0	0.5
SNP_1617	0.0	-100.0	0.5
SNP_1618	0.0	-100.0	0.5
SNP_1619	0.590909	0.286325	0.881332
SNP_1620	0.227273	0.01164	0.457856
SNP_1621	0.227273	0.01164	0.457856
SNP_1622	0.227273	0.01164	0.457856
SNP_1623	0.227273	0.01164	0.457856
SNP_1624	0.227273	0.01164	0.457856
SNP_1625	0.071429	0.037037	0.918246
SNP_1626	0.0	-100.0	0.5
SNP_1627	0.32	-0.052632	0.0
SNP_1628	0.336364	-0.047687	0.0
SNP_1629	0.1	0.052632	0.685235
SNP_1630	0.0	-100.0	0.5
SNP_1631	0.261364	0.010262	0.448449
SNP_1632	0.571429	0.555556	0.993501
SNP_1633	0.571429	0.555556	0.993501
SNP_1634	0.571429	0.555556	0.993501
SNP_1635	0.142857	0.006923	0.348801
SNP_1636	0.076923	0.04	0.9333
SNP_1637	0.528205	0.372749	0.997059
SNP_1638	0.528205	0.372749	0.997059
SNP_1639	0.0	-100.0	0.5
SNP_1640	0.0	-100.0	0.5
SNP_1641	0.066667	0.034483	0.904011
SNP_1642	0.437063	0.110811	0.700236
SNP_1643	0.552448	0.1783	0.77791
SNP_1644	0.471429	-0.040936	0.076553
SNP_1645	0.385714	-0.025774	0.156461
SNP_1646	0.055556	0.0	0.619311
SNP_1647	0.0	-100.0	0.5
SNP_1648	0.0	-100.0	0.5
SNP_1649	0.0	-100.0	0.5
SNP_1650	0.473077	0.05905	0.580966
SNP_1651	0.473077	0.05905	0.580966
SNP_1652	0.473077	0.05905	0.580966
SNP_1653	0.473077	0.05905	0.580966
SNP_1654	0.535897	0.14882	0.73228
SNP_1655	0.142857	0.076923	0.590115
SNP_1656	0.5	0.073663	0.669184
SNP_1657	0.045455	0.0	0.619311
SNP_1658	0.400826	-0.026019	0.204858
SNP_1659	0.0	-100.0	0.5
SNP_1660	0.472222	-0.0239	0.19097
SNP_1661	0.5	-0.036682	0.027568
SNP_1662	0.5	-0.036682	0.027568
SNP_1663	0.1	0.068966	0.741721
SNP_1664	0.261364	-0.04265	0.014031
SNP_1665	0.660714	0.506942	0.985806
SNP_1666	0.660714	0.506942	0.985806
SNP_1667	0.246154	-0.035632	0.052345
SNP_1668	0.125	0.066667	0.534781
SNP_1669	0.5	-0.018623	0.270479
SNP_1670	0.240385	-0.037983	0.015878
SNP_1671	0.315385	-0.037006	7.8e-05
SNP_1672	0.0	-100.0	0.5
SNP_1673	0.076923	0.04	0.9333
SNP_1674	0.076923	0.04	0.9333
SNP_1675	0.307692	0.28	0.967577
SNP_1676	0.307692	0.28	0.967577
SNP_1677	0.5	-0.024121	0.209942
SNP_1678	0.15	0.105263	1.0
SNP_1679	0.26	-0.000977	0.391437
SNP_1680	0.08	-0.041667	0.145503
SNP_1681	0.0	-100.0	0.5
SNP_1682	0.0	-100.0	0.5
SNP_1683	0.0	-100.0	0.5
SNP_1684	0.0	-100.0	0.5
SNP_1685	0.0	-100.0	0.5
SNP_1686	0.14	-0.033835	0.17168
SNP_1687	0.14	-0.033835	0.17168
SNP_1688	0.14	-0.033835	0.17168
SNP_1689	0.234848	-0.003005	0.380778
SNP_1690	0.090909	0.047619	0.670478
SNP_1691	0.0	-100.0	0.5
SNP_1692	0.439394	-0.040428	0.030284
SNP_1693	0.111111	0.058824	0.704721
SNP_1694	0.111111	0.058824	0.704721
SNP_1695	0.0	-100.0	0.5
SNP_1696	0.0	-100.0	0.5
SNP_1697	0.0	-100.0	0.5
SNP_1698	0.5	0.158405	0.81565
SNP_1699	0.646853	0.430167	0.97007
SNP_1700	0.2	-0.030602	0.108047
SNP_1701	0.111111	0.058824	0.704721
SNP_1702	0.416667	0.391304	0.981659
SNP_1703	0.511905	0.008426	0.459379
SNP_1704	0.0	-100.0	0.5
SNP_1705	0.0	-100.0	0.5
SNP_1706	0.3	0.263158	0.926818
SNP_1707	0.333333	0.304348	0.953358
SNP_1708	0.055556	0.0	0.619311
SNP_1709	0.318182	-0.033718	0.062564
SNP_1710	0.318182	-0.033718	0.062564
SNP_1711	0.2	0.157895	0.790316
SNP_1712	0.2	0.157895	0.790316
SNP_1713	0.246154	0.027586	0.520242
SNP_1714	0.2	0.157895	0.790316
SNP_1715	0.295455	0.04884	0.541416
SNP_1716	0.295455	0.04884	0.541416
SNP_1717	0.295455	0.04884	0.541416
SNP_1718	0.295455	0.04884	0.541416
SNP_1719	0.176923	0.046377	0.455516
SNP_1720	0.181818	0.142857	1.0
SNP_1721	0.423077	0.027273	0.478488
SNP_1722	0.142857	0.111111	1.0
SNP_1723	0.142857	0.111111	1.0
SNP_1724	0.0	-100.0	0.5
SNP_1725	0.142857	0.111111	1.0
SNP_1726	0.142857	0.111111	1.0
SNP_1727	0.041667	0.0	0.619311
SNP_1728	0.041667	0.0	0.619311
SNP_1729	0.0	-100.0	0.5
SNP_1730	0.0	-100.0	0.5
SNP_1731	0.0	-100.0	0.5
SNP_1732	0.041667	0.0	0.619311
SNP_1733	0.041667	0.0	0.619311
SNP_1734	0.166667	-0.046682	0.0
SNP_1735	0.166667	-0.046682	0.0
SNP_1736	0.166667	-0.046682	0.0
SNP_1737	0.066667	0.034483	0.904011
SNP_1738	0.386364	-0.034161	0.024092
SNP_1739	0.0	-100.0	0.5
SNP_1740	0.230769	0.2	0.923012
SNP_1741	0.230769	0.2	0.923012
SNP_1742	0.193182	-0.052101	0.0
SNP_1743	0.0	-100.0	0.5
SNP_1744	0.375	-0.023311	0.186928
SNP_1745	0.420635	-0.022881	0.209115
SNP_1746	0.163889	0.016365	0.401582
SNP_1747	0.05	0.0	0.619311
SNP_1748	0.233728	-0.033418	0.086796
SNP_1749	0.090909	0.047619	0.670478
SNP_1750	0.0	-100.0	0.5
SNP_1751	0.0	-100.0	0.5
SNP_1752	0.090909	0.047619	0.670478
SNP_1753	0.090909	0.047619	0.670478
SNP_1754	0.0	-100.0	0.5
SNP_1755	0.0	-100.0	0.5
SNP_1756	0.071429	0.037037	0.918246
SNP_1757	0.172727	-0.040273	0.0
SNP_1758	0.145455	-0.037767	0.134637
SNP_1759	0.172727	-0.040273	0.0
SNP_1760	0.476923	0.111012	0.731015
SNP_1761	0.476923	0.111012	0.731015
SNP_1762	0.038462	0.0	0.5
SNP_1763	0.268519	0.021607	0.495386
SNP_1764	0.268519	0.021607	0.495386
SNP_1765	0.3	0.263158	0.926818
SNP_1766	0.0	-100.0	0.5
SNP_1767	0.0	-100.0	0.5
SNP_1768	0.228022	0.009032	0.445818
SNP_1769	0.228022	0.009032	0.445818
SNP_1770	0.0	-100.0	0.5
SNP_1771	0.515873	0.01991	0.357727
SNP_1772	0.333333	0.310345	0.958726
SNP_1773	0.083333	0.043478	0.65876
SNP_1774	0.083333	-0.045455	0.0
SNP_1775	0.0	-100.0	0.5
SNP_1776	0.0	-100.0	0.5
SNP_1777	0.303571	0.028701	0.493427
SNP_1778	0.0	-100.0	0.5
SNP_1779	0.0	-100.0	0.5
SNP_1780	0.0	-100.0	0.5
SNP_1781	0.509615	0.012929	0.479895
SNP_1782	0.365385	-0.031014	0.127285
SNP_1783	0.365385	-0.031014	0.127285
SNP_1784	0.260684	-0.020829	0.253236
SNP_1785	0.166667	-0.046682	0.0
SNP_1786	0.076923	0.04	0.9333
SNP_1787	0.133333	0.103448	1.0
SNP_1788	0.133333	0.103448	1.0
SNP_1789	0.528846	0.295462	0.981678
SNP_1790	0.066667	0.034483	0.904011
SNP_1791	0.153846	0.12	1.0
SNP_1792	0.0	-100.0	0.5
SNP_1793	0.0	-100.0	0.5
SNP_1794	0.0	-100.0	0.5
SNP_1795	0.0	-100.0	0.5
SNP_1796	0.0	-100.0	0.5
SNP_1797	0.0	-100.0	0.5
SNP_1798	0.0	-100.0	0.5
SNP_1799	0.0	-100.0	0.5
SNP_1800	0.33432	-0.035398	0.028072
SNP_1801	0.33432	-0.035398	0.028072
SNP_1802	0.33432	-0.035398	0.028072
SNP_1803	0.233728	-0.033418	0.086796
SNP_1804	0.538462	0.185488	0.793141
SNP_1805	0.538462	0.185488	0.793141
SNP_1806	0.520513	0.059759	0.539415
SNP_1807	0.268519	0.021607	0.495386
SNP_1808	0.083333	0.043478	0.65876
SNP_1809	0.404762	-0.004263	0.380768
SNP_1810	0.17033	-0.027049	0.204635
SNP_1811	0.17033	-0.027049	0.204635
SNP_1812	0.428571	0.384615	1.0
SNP_1813	0.0	-100.0	0.5
SNP_1814	0.0	-100.0	0.5
SNP_1815	0.636364	0.619048	0.999274
SNP_1816	0.309091	-0.049093	0.0
SNP_1817	0.0	-100.0	0.5
SNP_1818	0.182692	-0.042807	0.0
SNP_1819	0.149351	-0.040258	0.1013
SNP_1820	0.071429	0.037037	0.918246
SNP_1821	0.466667	0.13117	0.777525
SNP_1822	0.466667	0.13117	0.777525
SNP_1823	0.462963	0.122251	0.734542
SNP_1824	0.066667	0.034483	0.904011
SNP_1825	0.2	0.157895	0.790316
SNP_1826	0.3	0.032037	0.501905
SNP_1827	0.472222	0.022837	0.450733
SNP_1828	0.0875	-0.047619	0.0
SNP_1829	0.115385	-0.024155	0.395647
SNP_1830	0.115385	-0.024155	0.395647
SNP_1831	0.045455	0.0	0.619311
SNP_1832	0.458042	0.044129	0.595014
SNP_1833	0.188889	-0.055181	0.0
SNP_1834	0.1	0.052632	0.685235
SNP_1835	0.05	0.0	0.619311
SNP_1836	0.188889	-0.055181	0.0
SNP_1837	0.090909	0.047619	0.670478
SNP_1838	0.33432	-0.035398	0.028072
SNP_1839	0.165289	-0.047619	0.0
SNP_1840	0.165289	-0.047619	0.0
SNP_1841	0.2	0.001238	0.326558
SNP_1842	0.222222	0.176471	0.884974
SNP_1843	0.0	-100.0	0.5
SNP_1844	0.111111	0.058824	0.704721
SNP_1845	0.090909	0.047619	0.670478
SNP_1846	0.166667	0.130435	0.704517
SNP_1847	0.307692	0.28	0.967577
SNP_1848	0.307692	0.28	0.967577
SNP_1849	0.307692	0.28	0.967577
SNP_1850	0.39645	-0.024478	0.220556
SNP_1851	0.041667	0.0	0.619311
SNP_1852	0.041667	0.0	0.619311
SNP_1853	0.041667	0.0	0.619311
SNP_1854	0.041667	0.0	0.619311
SNP_1855	0.069231	-0.037037	0.203661
SNP_1856	0.1	0.068966	0.741721
SNP_1857	0.782828	0.729954	0.998441
SNP_1858	0.0	-100.0	0.5
SNP_1859	0.153846	-0.042771	0.042571
SNP_1860	0.18	-0.052632	0.0
SNP_1861	0.095	-0.052632	0.0
SNP_1862	0.18	-0.052632	0.0
SNP_1863	0.0	-100.0	0.5
SNP_1864	0.0	-100.0	0.5
SNP_1865	0.434066	0.057993	0.570258
SNP_1866	0.0	-100.0	0.5
SNP_1867	0.090909	0.047619	0.670478
SNP_1868	0.25	0.217391	0.962224
SNP_1869	0.0	-100.0	0.5
SNP_1870	0.071429	0.037037	0.918246
SNP_1871	0.071429	0.037037	0.918246
SNP_1872	0.589286	0.369492	0.949217
SNP_1873	0.0	-100.0	0.5
SNP_1874	0.090909	0.047619	0.670478
SNP_1875	0.0	-100.0	0.5
SNP_1876	0.0	-100.0	0.5
SNP_1877	0.0	-100.0	0.5
SNP_1878	0.083333	0.043478	0.65876
SNP_1879	0.083333	0.043478	0.65876
SNP_1880	0.2	0.172414	0.847305
SNP_1881	0.133333	-0.036605	0.146971
SNP_1882	0.095	-0.052632	0.0
SNP_1883	0.0	-100.0	0.5
SNP_1884	0.0	-100.0	0.5
SNP_1885	0.041667	0.0	0.619311
SNP_1886	0.041667	0.0	0.619311
SNP_1887	0.0	-100.0	0.5
SNP_1888	0.0	-100.0	0.5
SNP_1889	0.5	-0.036682	0.027568
SNP_1890	0.5	-0.036682	0.027568
SNP_1891	0.5	-0.036682	0.027568
SNP_1892	0.0	-100.0	0.5
SNP_1893	0.272727	0.033126	0.536801
SNP_1894	0.456044	-0.038233	0.0
SNP_1895	0.456044	-0.038233	0.0
SNP_1896	0.456044	-0.038233	0.0
SNP_1897	0.456044	-0.038233	0.0
SNP_1898	0.456044	-0.038233	0.0
SNP_1899	0.333333	0.294118	0.943906
SNP_1900	0.181818	0.142857	1.0
SNP_1901	0.0	-100.0	0.5
SNP_1902	0.487179	-0.006499	0.440322
SNP_1903	0.2	0.001238	0.326558
SNP_1904	0.450549	-0.01608	0.320478
SNP_1905	0.535354	0.319486	0.926766
SNP_1906	0.407692	0.163853	0.824501
SNP_1907	0.0	-100.0	0.5
SNP_1908	0.0	-100.0	0.5
SNP_1909	0.152778	-0.043478	0.0
SNP_1910	0.05	0.0	0.619311
SNP_1911	0.055556	0.0	0.619311
SNP_1912	0.5	-0.04122	0.0
SNP_1913	0.086777	-0.047619	0.0
SNP_1914	0.3	-0.0516	0.0
SNP_1915	0.465909	-0.056911	0.003551
SNP_1916	0.115385	0.08	0.797939
SNP_1917	0.410256	-0.033103	0.125136
SNP_1918	0.115385	0.08	0.797939
SNP_1919	0.05	0.0	0.619311
SNP_1920	0.055556	0.0	0.619311
SNP_1921	0.055556	0.0	0.619311
SNP_1922	0.055556	0.0	0.619311
SNP_1923	0.410714	-0.031274	0.146887
SNP_1924	0.410714	-0.031274	0.146887
SNP_1925	0.410714	-0.031274	0.146887
SNP_1926	0.0	-100.0	0.5
SNP_1927	0.0	-100.0	0.5
SNP_1928	0.0	-100.0	0.5
SNP_1929	0.694805	0.601938	0.995921
SNP_1930	0.694805	0.601938	0.995921
SNP_1931	0.0	-100.0	0.5
SNP_1932	0.35	-0.045113	0.0
SNP_1933	0.474359	-0.023972	0.190484
SNP_1934	0.0	-100.0	0.5
SNP_1935	0.076923	0.04	0.9333
SNP_1936	0.076923	0.04	0.9333
SNP_1937	0.076923	0.04	0.9333
SNP_1938	0.076923	0.04	0.9333
SNP_1939	0.385714	0.11336	0.694407
SNP_1940	0.392857	0.07366	0.614089
SNP_1941	0.157143	-0.057416	0.0
SNP_1942	0.385714	0.11336	0.694407
SNP_1943	0.281818	-0.025107	0.195576
SNP_1944	0.5	0.307246	0.940059
SNP_1945	0.455621	-0.026494	0.140243
SNP_1946	0.464103	0.017146	0.516828
SNP_1947	0.464103	0.017146	0.516828
SNP_1948	0.153846	0.12	1.0
SNP_1949	0.153846	0.12	1.0
SNP_1950	0.0	-100.0	0.5
SNP_1951	0.0	-100.0	0.5
SNP_1952	0.0	-100.0	0.5
SNP_1953	0.442308	0.120504	0.721018
SNP_1954	0.442308	0.120504	0.721018
SNP_1955	0.442308	0.120504	0.721018
SNP_1956	0.05	0.0	0.619311
SNP_1957	0.0	-100.0	0.5
SNP_1958	0.159722	-0.046036	0.0
SNP_1959	0.0	-100.0	0.5
SNP_1960	0.385714	-0.043185	0.0
SNP_1961	0.076923	0.04	0.9333
SNP_1962	0.076923	0.04	0.9333
SNP_1963	0.076923	0.04	0.9333
SNP_1964	0.076923	0.04	0.9333
SNP_1965	0.055556	0.0	0.619311
SNP_1966	0.0	-100.0	0.5
SNP_1967	0.142857	0.076923	0.590115
SNP_1968	0.368132	0.173753	0.789824
SNP_1969	0.395833	0.167048	0.828624
SNP_1970	0.395833	0.167048	0.828624
SNP_1971	0.395833	0.167048	0.828624
SNP_1972	0.161538	0.021894	0.41263
SNP_1973	0.066667	0.034483	0.904011
SNP_1974	0.0	-100.0	0.5
SNP_1975	0.478632	0.077647	0.639697
SNP_1976	0.497041	-0.04	0.143932
SNP_1977	0.153846	0.12	1.0
SNP_1978	0.153846	0.12	1.0
SNP_1979	0.0	-100.0	0.5
SNP_1980	0.071429	0.037037	0.918246
SNP_1981	0.071429	0.037037	0.918246
SNP_1982	0.071429	0.037037	0.918246
SNP_1983	0.153846	0.12	1.0
SNP_1984	0.153846	0.12	1.0
SNP_1985	0.12013	-0.018018	0.453135
SNP_1986	0.534615	0.259447	0.880562
SNP_1987	0.0	-100.0	0.5
SNP_1988	0.0	-100.0	0.5
SNP_1989	0.0	-100.0	0.5
SNP_1990	0.0	-100.0	0.5
SNP_1991	0.0	-100.0	0.5
SNP_1992	0.0	-100.0	0.5
SNP_1993	0.361111	0.137124	0.799701
SNP_1994	0.142857	0.111111	1.0
SNP_1995	0.142857	0.111111	1.0
SNP_1996	0.285714	0.074477	0.594832
SNP_1997	0.0	-100.0	0.5
SNP_1998	0.394231	0.192322	0.814602
SNP_1999	0.0	-100.0	0.5
SNP_2000	0.181818	0.142857	1.0
SNP_2001	0.0	-100.0	0.5
SNP_2002	0.0	-100.0	0.5
SNP_2003	0.0	-100.0	0.5
SNP_2004	0.0	-100.0	0.5
SNP_2005	0.0	-100.0	0.5
SNP_2006	0.0	-100.0	0.5
SNP_2007	0.0	-100.0	0.5
